error,integral_error,derivative_error,Kp,Ki,Kd
0.9762700785464951,-13.321978044798932,2.482679812896987,0.7533870526002036,-0.08998342253511275,0.26108316224435724
4.30378732744839,-20.237582033586175,-3.1979729268370995,0.9039589556802098,-0.16588271401238563,0.0024032497737168923
2.055267521432878,-43.140040909600394,-1.1097685546751723,0.7099919100028921,-0.4098660806582912,0.05407940375093599
0.8976636599379368,-14.747246836076712,-4.6239981843518745,0.7913931418179535,-0.10504867019278781,-0.09875295478738429
-1.5269040132219054,-26.78039537023251,-4.882122608192757,0.457635758488786,-0.23651595259554087,-0.13377810831036535
2.917882261333123,26.29273380216685,4.962678716348444,0.8095767606233173,0.3084797654395508,0.36878182705857865
-1.2482557747461502,-38.83717001437387,-0.11803341944563073,0.49231682438989643,-0.3586241541564329,0.1167632261602011
7.835460015641594,-35.63189580457949,-1.2797523602808,1.1939594645425582,-0.32617079356155243,0.043778047125770624
9.273255210020587,-22.14896991218861,-3.038279054360217,1.3562171186902476,-0.1918258406665512,-0.006270206246441468
-2.3311696234844455,-21.19731706646949,3.071922450885463,0.41332873018133826,-0.1750455483805637,0.28725568206691915
5.834500761653292,34.6304936696113,2.0575271953014793,1.0614657115940254,0.38328928547799124,0.25878203982454684
0.5778983950580887,29.12836564504873,-4.984438020703679,0.6536729790042737,0.3405843760330235,-0.09975117068189736
1.3608912218786458,7.8635633205225375,2.712266730402363,0.7268981958899302,0.10700109772705137,0.25505047198685
8.51193276585322,-21.141132113995344,-3.885172548492901,1.1563718105891396,-0.15617388212705519,-0.06757003474250325
-8.579278836042262,-18.112164678900765,4.486326801840331,-0.16135168976488795,-0.13651767983378302,0.34531420173106403
-8.257414005969185,9.221827498264467,-1.6726391604449429,-0.039841276271717484,0.14206457710345324,0.021861308643835013
-9.595632051193485,23.986655876482402,-0.4889722467348889,-0.1266385323294144,0.2874692103222819,0.0917858810100695
6.65239691095876,-11.59019448915506,-4.950190943262466,1.0572676271622994,-0.06320462364444021,-0.11250923941776858
5.563135018997009,0.9562028644375147,3.2439268844447184,1.107585754564189,0.04565632414844995,0.28836571228858376
7.400242964936382,38.8033136532694,-1.9183174576976283,1.1458212046471874,0.4130499191700899,-0.0011080696706907735
9.572366844655281,14.979085670843077,0.5644687616944699,1.3173433530553276,0.17506751948369326,0.15822005457462182
5.983171284334471,3.555013204190004,4.266007970596743,1.0449185612199041,0.06824522546948225,0.32732753529888137
-0.7704127549413631,-42.877753885810876,-3.437776167844364,0.4902411493534937,-0.3913762978843064,-0.03619534278792691
5.610583525729108,-32.3984788222089,3.6732961293092163,1.0534455516269696,-0.27573435665951884,0.2932343973813997
-7.634511482621336,-29.900841618437667,0.0023893084255472985,0.07868015839738923,-0.25146420483629855,0.1283737286981867
2.798420426550477,12.314829245229461,4.244561740566207,0.8079548931722167,0.16959257464291713,0.30376091903923064
-7.132934251819072,-39.188724829544995,3.223550501864258,-0.048716111533405285,-0.36027087085988196,0.28836116901217534
8.893378340991678,-47.10051300183735,-0.5701996934091111,1.350512644835589,-0.42803733260328836,0.10769173456262701
0.43696643500143395,-13.964944234813473,-4.11288229285256,0.6313311399163996,-0.09212631688116119,-0.07229634878578935
-1.7067612001895291,21.88591785088076,-4.698025451179744,0.4996425505545859,0.2510949348695793,-0.14441644869294232
-4.70888775790746,19.32493543020594,3.7423080983407573,0.18088457037249445,0.24120796229504213,0.26112267420337326
5.484673788684333,29.267035195038915,-0.2571508254163124,1.0604342533643243,0.34472728011283654,0.09643405609247725
-0.876993355669029,19.624825626930956,1.6369490792775157,0.4939190296048799,0.22658561513610134,0.18932667967620376
1.3686789773729693,11.32855786014619,3.816484142088525,0.6841280226826036,0.14395015827201532,0.3120401392139992
